High-1	High-2	Low-2	Low-3
Stxbp3	697	576	678	1020
Fndc7	0	0	0	0
Prpf38b	515	295	548	522
Henmt1	1	8	13	6
Gm9857	0	0	0	0
Fam102b	36	20	0	8
Gm43221	0	1	0	0
4930408K08Rik	0	0	0	0
Slc25a54	0	0	0	0
Slc25a24	88	30	58	61
Vav3	34	44	11	9
Ntng1	2	0	0	1
Prmt6	215	233	144	202
C130013H08Rik	60	38	30	42
Gm6602	0	0	0	0
Amy2a5	0	0	0	0
Amy2a4	1	8	0	1
Amy2a3	0	14	0	2
Amy2a2	0	3	0	0
Amy2a1	0	0	0	2
Amy1	6	5	9	8
Rnpc3	344	372	361	448
Col11a1	1	0	0	0
Olfm3	5	3	0	0
S1pr1	74	146	20	13
Gm9889	0	0	0	0
Dph5	370	338	357	350
Slc30a7	1499	1216	1132	1534
Extl2	699	670	771	1287
Vcam1	28	140	5	3
Gm43109	0	0	0	0
Gm26544	0	0	0	0
Gm31651	0	0	0	0
Gpr88	0	0	0	0
Cdc14a	36	23	32	61
Gm29151	0	0	0	0
Rtca	495	391	365	552
Gm26530	0	1	0	3
Dbt	192	146	233	351
Lrrc39	17	4	2	19
Trmt13	93	59	114	99
Sass6	33	10	6	3
Gm42893	0	0	0	0
Mfsd14a	1163	1211	1522	2124
Gm42457	0	0	0	0
Gm43191	0	0	0	0
4930512P04Rik	0	0	0	0
Slc35a3	263	312	138	410
Agl	378	225	601	578
Frrs1	404	504	321	397
Palmd	26	16	33	106
4930455H04Rik	0	0	0	0
1700061I17Rik	0	0	0	1
Gm42891	0	0	0	0
Plppr4	241	191	237	449
Plppr5	0	14	22	4
Snx7	341	366	321	487
4921521D15Rik	0	0	0	0
Gm9916	0	0	0	0
Dpyd	19	5	28	33
Ptbp2	89	94	146	142
6530403H02Rik	0	0	0	0
Rwdd3	109	84	121	135
Tmem56	517	592	533	766
Alg14	424	522	307	511
Cnn3	5879	4952	5105	7641
Slc44a3	1655	1296	1535	2357
A530020G20Rik	110	71	49	70
A730020M07Rik	0	0	0	0
4930432M17Rik	0	0	0	0
Gm43608	0	0	0	0
Gm43607	0	0	0	0
F3	629	506	771	949
Abcd3	3091	2124	3689	5659
Arhgap29	23	29	20	48
Abca4	16	24	15	125
Gclm	3591	3861	4016	4283
Dnttip2	881	669	898	1195
Gm40190	2	16	14	19
Bcar3	25	23	12	45
Gm4610	0	0	0	0
Gm42836	0	0	0	1
Fnbp1l	51	47	76	46
Gm43569	0	0	0	0
Gm43568	0	0	2	0
Pde5a	407	367	623	723
4933405D12Rik	0	3	3	0
Fabp2	0	0	0	0
Gm10959	0	0	0	0
1810037I17Rik	3346	3904	3466	2903
Usp53	199	177	263	248
Myoz2	0	0	0	0
Synpo2	28	6	24	39
Sec24d	4472	3094	4493	8626
Mettl14	239	128	242	310
Gm35065	0	0	0	0
Prss12	0	0	0	0
Ndst3	0	0	0	0
Gm43731	0	0	0	0
Tram1l1	112	91	64	72
1700006A11Rik	0	0	0	0
Gm42823	0	0	0	0
1700003H04Rik	0	0	0	0
Gm42825	0	0	0	0
Ndst4	47	47	5	0
Ugt8a	1	8	0	0
Gm42827	0	0	0	0
Arsj	0	0	0	0
Gm17225	0	0	0	0
Camk2d	387	245	172	269
Gm15551	0	0	0	0
Ank2	1110	896	838	1394
Gm16958	0	0	0	2
Larp7	318	247	235	281
Zgrf1	8	11	11	7
Gm43729	0	0	0	0
Neurog2	0	0	0	0
Alpk1	138	52	21	22
Tifa	2658	2045	611	602
Ap1ar	859	688	681	1139
Gm43653	4	11	11	18
Gm35585	0	0	0	4
Fam241a	171	162	78	130
9830132P13Rik	0	0	0	1
Gm35667	0	0	0	0
Gm43824	0	0	0	0
4933424H11Rik	0	0	0	0
Gm28543	0	0	0	0
Pitx2	0	0	0	0
Enpep	1179	415	472	639
Gm35986	2	0	3	0
Elovl6	731	617	736	1067
Egf	84	73	89	154
Gm42697	0	0	5	0
Gm42650	0	0	0	0
6330410L21Rik	4	0	1	0
Lrit3	0	0	0	0
Rrh	0	0	0	0
Gar1	255	275	280	310
Cfi	52	40	2	15
Pla2g12a	2213	1778	1346	1706
Casp6	262	238	211	331
Mcub	587	551	225	190
Sec24b	428	349	438	730
Col25a1	23	10	3	9
Etnppl	0	0	0	0
Ostc	11482	12123	10516	11654
Rpl34	1871	1727	1568	1319
Gm42997	5	7	5	1
Gm43522	0	0	0	0
2010110G14Rik	0	0	0	0
Gm36520	0	0	0	0
Gm43351	0	1	0	0
Gm43349	0	0	0	0
Gm43352	0	0	0	0
Lef1	5	1	5	2
Hadh	6416	7657	13539	15831
Cyp2u1	118	75	139	163
4930534D22Rik	0	2	0	5
Sgms2	778	668	631	1025
Papss1	1575	1464	1392	2288
Gm29865	0	0	0	0
Dkk2	0	0	0	0
Gm42880	0	0	0	0
Gimd1	0	0	3	3
Aimp1	920	806	653	892
Tbck	315	331	304	344
Gm29811	3	2	3	0
Npnt	429	276	371	553
Gstcd	19	35	7	21
Ints12	372	453	467	657
Arhgef38	5	3	0	1
Gm43254	24	49	90	101
Ppa2	600	655	747	799
Tet2	127	146	260	231
Gm42567	0	0	4	2
Gm40153	0	0	0	0
Gm6135	0	0	0	0
Gm30484	0	0	0	0
Gm26691	22	41	35	24
Gm43192	25	10	17	14
Gm30648	506	657	780	823
Cxxc4	631	529	865	653
4930539C22Rik	0	0	0	0
Gm26820	1	0	0	0
Tacr3	31	15	31	34
Cenpe	19	9	8	1
Bdh2	0	0	0	0
Slc9b2	0	0	0	0
Slc9b1	0	5	1	0
Cisd2	1701	1741	1564	1827
4930539J05Rik	3	11	5	8
Ube2d3	6333	6377	6432	8464
Manba	369	351	357	927
Nfkb1	485	370	513	618
Slc39a8	0	22	0	0
Gm31243	0	0	0	0
Bank1	2	4	0	3
1700030L20Rik	0	0	0	0
Ppp3ca	543	561	730	782
Gm43357	0	0	0	0
Gm43356	0	0	0	0
Gm567	0	0	7	0
Emcn	18	2	0	1
Gm4861	0	0	0	0
Ddit4l	16	3	7	14
Gm21962	0	0	0	0
Gm42610	0	0	0	0
Gm31678	0	0	0	0
Gm43403	2	4	8	5
H2afz	3976	4292	4554	4182
Dnajb14	681	724	777	751
Gm40155	0	0	0	0
Gm43689	9	12	17	9
Lamtor3	1508	1521	1225	1744
Dapp1	849	617	454	1181
Gm19708	0	1	0	0
Gm5105	168	154	99	118
1110002E22Rik	3	27	13	32
Mttp	263	356	289	409
Gm43691	0	0	0	0
Trmt10a	137	120	117	165
4930579F01Rik	0	0	0	0
0610031O16Rik	0	0	0	0
Adh7	30	30	39	44
Adh1	2043	2442	3992	5276
Gm16559	2	3	3	11
Adh6a	0	0	0	0
Adh6b	0	0	0	0
Adh4	0	0	1	0
Adh5	1565	1822	1729	1946
Metap1	717	772	713	1057
Eif4e	2369	2771	2560	3446
4930425O10Rik	0	0	0	0
Tspan5	2297	2128	3071	4054
Rap1gds1	416	364	403	762
Stpg2	16	14	9	18
Gm32693	0	1	0	0
Gm43678	0	0	0	0
Gm43049	0	0	0	0
Gm32754	0	0	0	0
4930590L14Rik	0	0	0	0
Pdha2	0	0	0	0
Gm15688	1	4	14	2
Unc5c	17	28	60	51
Gm15689	0	0	0	0
Bmpr1b	3	30	95	110
Pdlim5	275	204	150	406
Gbp5	313	122	48	37
Gbp7	724	436	358	476
Gbp3	2023	698	491	594
Gbp2b	0	0	0	0
Gbp2	723	518	278	290
Kyat3	279	285	177	250
Gm15540	0	0	0	0
Gtf2b	1818	1676	1566	1873
Pkn2	494	660	790	871
9530052C20Rik	0	3	0	1
4930519L02Rik	0	0	0	0
Gm43614	0	0	0	0
A830019L24Rik	0	0	0	0
Gm43613	0	0	0	0
Gm43612	0	0	0	0
1700001N15Rik	0	0	0	0
Gm43616	0	0	0	0
Gm33651	0	0	0	0
Gm33758	0	0	0	0
Gm42704	0	0	0	0
Gm6260	0	0	0	0
Gm42705	0	0	0	0
Gm42706	0	0	0	0
Gm42707	0	0	0	0
Gm42708	0	0	0	0
Gm34078	0	0	0	0
Lmo4	101	100	97	92
Gm43446	0	0	0	0
Gm43447	0	2	0	1
Hs2st1	322	318	266	400
Selenof	11464	12487	11386	13901
Sh3glb1	2906	2549	2544	3418
Clca3a1	0	2	0	0
Gm34866	0	0	0	0
Clca3a2	0	0	0	0
Gm43240	0	0	0	0
Clca3b	0	0	0	0
Clca4b	0	0	0	0
Gm16233	0	0	0	0
Clca4a	0	0	0	0
Clca1	0	0	0	0
Clca2	0	0	0	0
Odf2l	206	258	251	326
Col24a1	0	0	0	0
9530034A14Rik	0	0	0	0
Znhit6	261	334	261	258
Cyr61	15	36	15	6
Gm17501	0	0	0	0
Ddah1	5	1	0	0
Bcl10	572	611	632	679
2410004B18Rik	362	402	484	563
Syde2	6	24	69	156
Gm35409	9	10	26	5
Wdr63	1	12	21	6
Mcoln3	199	145	141	346
Mcoln2	0	0	0	0
Lpar3	0	16	0	0
Gm10636	0	0	0	0
Ssx2ip	559	400	470	835
Ctbs	182	216	296	309
Spata1	52	34	28	55
Gng5	1825	1828	1570	1387
Rpf1	711	678	834	992
Uox	39	68	177	163
Dnase2b	4	4	12	0
Gm16325	0	3	5	0
4930503B20Rik	0	0	0	0
Samd13	67	74	61	48
Prkacb	3073	2591	4499	6780
Ttll7	882	584	990	1022
Gm29771	0	0	0	0
Gm36831	0	0	0	0
Gm37041	0	0	0	0
Gm36888	3	3	2	0
Adgrl2	3	9	0	0
Gm43573	0	0	0	0
Gm10287	0	0	0	0
Gm30382	0	3	0	0
Gm5149	0	0	0	0
Gm31121	0	0	0	0
Gm43470	0	0	0	0
Gm43468	0	0	0	0
4930555A03Rik	0	0	0	0
Gm42949	0	0	0	0
Adgrl4	21	8	0	8
Ifi44	696	150	106	159
Ifi44l	0	0	0	0
Ptgfr	0	0	0	0
Gm43617	0	0	0	0
Gm43619	0	0	0	0
Gipc2	30	33	61	43
Gm31881	0	0	0	0
Dnajb4	510	585	764	866
Fubp1	1286	1115	1318	1618
Nexn	8	12	7	3
Miga1	518	319	505	747
Usp33	1479	1138	1749	3939
Zzz3	480	568	659	889
Ak5	59	76	68	71
AI115009	0	0	0	0
Pigk	1305	1402	1453	1677
St6galnac5	80	143	375	269
Gm16213	0	4	1	2
Gm16231	0	0	0	0
1700094M23Rik	0	0	0	0
St6galnac3	0	0	0	0
5730460C07Rik	0	0	0	0
Asb17os	0	0	0	0
Asb17	0	0	0	0
Msh4	3	4	0	0
Rabggtb	892	757	745	774
Gm43400	0	2	0	1
Acadm	272	228	378	549
Slc44a5	0	0	0	0
Lhx8	0	0	0	0
Tyw3	46	32	24	43
Cryz	372	378	217	432
Erich3	114	113	123	208
Gm20389	0	0	0	0
Tnni3k	2	1	1	0
Fpgt	397	518	773	1135
Lrriq3	48	67	68	107
9330178D15Rik	0	0	0	0
Gm42947	0	0	0	0
4930570G19Rik	29	36	57	33
Negr1	97	143	163	159
Gm15577	1	14	0	0
4930592C13Rik	35	25	32	35
Zranb2	1284	997	1173	1234
Ptger3	0	16	0	20
Gm33466	0	0	0	0
Cth	23	29	6	12
1810013D15Rik	3	2	0	0
Ankrd13c	970	828	1077	1690
Srsf11	2447	1915	2288	2483
Lrrc40	340	407	474	657
B230334C09Rik	1	0	0	0
Lrrc7	0	0	0	0
Gm20752	0	0	0	0
Depdc1a	4	2	0	0
Rpe65	0	0	0	0
Wls	3794	3911	4998	6368
Vmn1r2	0	0	0	0
Vmn1r3	0	0	0	0
AI838599	0	0	0	0
Tmem68	394	382	451	678
Tgs1	203	163	242	218
2210414B05Rik	1	0	0	0
Lyn	346	185	151	119
Gm26857	3	1	0	0
Rps20	1765	1313	1192	1048
Mos	1	0	0	0
Plag1	7	6	13	6
Chchd7	1358	1364	1520	1388
Gm11808	91	77	85	73
Sdr16c5	0	0	0	0
Sdr16c6	0	0	0	0
Penk	0	0	15	0
Impad1	921	1022	1472	1216
Gm11782	0	0	0	0
4930423M02Rik	0	0	0	0
Fam110b	416	337	566	877
Ubxn2b	336	385	343	444
Cyp7a1	0	0	0	0
4930430E12Rik	28	49	5	1
Sdcbp	7374	7920	5324	7472
Nsmaf	505	314	572	873
Tox	226	221	238	309
Gm11802	0	0	1	0
8430436N08Rik	0	0	0	0
Gm11795	0	0	0	0
Car8	943	1258	1534	1361
Rab2a	10287	10667	11457	15156
Chd7	1666	845	1339	1796
Gm26548	0	0	0	0
Clvs1	0	1	0	0
Gm11816	0	0	0	0
Gm11817	0	0	0	0
Asph	844	420	623	991
Gdf6	0	0	0	0
1700123O12Rik	0	0	0	0
Gm11815	0	0	0	0
2610301B20Rik	530	512	546	783
Plekhf2	236	306	283	397
Ndufaf6	325	259	329	323
Gm11827	0	0	0	1
Trp53inp1	364	186	229	435
Ccne2	86	80	78	119
Ints8	660	393	655	1065
Dpy19l4	114	134	149	144
Gm26663	0	1	5	2
Esrp1	1458	1159	1311	2076
Virma	466	317	360	539
Gm11831	3	0	3	0
Rad54b	0	2	0	4
Fsbp	0	1	3	5
Gm11832	0	0	0	0
Gem	312	255	349	424
Cdh17	18	19	0	0
Pdp1	89	168	249	334
Gm10604	11	6	10	3
Gm26895	0	0	0	0
Gm11840	0	0	0	0
Gm11842	0	0	0	0
Tmem67	160	236	160	422
Rbm12b2	51	43	117	109
Rbm12b1	80	37	61	53
Fam92a	1063	979	1039	1108
Gm11846	0	0	0	0
Triqk	172	184	230	282
Gm11820	0	0	0	0
Runx1t1	507	584	677	1127
Gm11823	0	0	0	0
1700120G11Rik	0	0	0	0
Slc26a7	0	0	0	0
Lrrc69	3	0	0	1
Otud6b	565	685	776	1025
Tmem55a	797	857	1071	1185
Gm11837	82	120	94	89
Necab1	0	0	0	0
Gm11844	0	0	0	0
Tmem64	506	481	692	912
Calb1	142	101	118	134
Decr1	500	410	384	391
Nbn	441	419	463	787
Osgin2	322	302	296	359
Ripk2	469	328	241	231
Gm11861	0	0	0	0
Gm11851	0	0	0	0
Mmp16	0	61	16	5
Cnbd1	0	0	0	0
Cngb3	4	1	0	0
Cpne3	497	487	642	673
Rmdn1	332	389	344	354
Gm12353	3	3	3	0
Wwp1	246	145	143	177
Gm12354	0	0	0	0
Slc7a13	0	0	0	0
Atp6v0d2	0	38	5	0
4930480G23Rik	0	0	0	0
Ttpa	0	6	0	0
4930598A11Rik	0	0	0	0
Ggh	601	728	494	636
Nkain3	2	0	4	0
Gm11872	0	0	0	0
Prdm13	0	0	0	0
Ccnc	649	625	732	997
Tstd3	259	260	209	389
Usp45	249	145	232	368
Pnisr	750	562	568	875
Coq3	188	212	175	154
Faxc	87	49	126	82
Fbxl4	500	609	566	879
Pou3f2	0	0	0	0
Gm30731	0	0	0	0
1700025O08Rik	0	0	0	0
Gm11884	0	0	0	0
Gm28448	0	0	0	0
Gm27243	0	0	0	0
Mms22l	27	11	9	7
Klhl32	1475	1433	2419	3301
Gm11899	2	0	0	0
Ndufaf4	680	665	579	698
Gpr63	1	2	0	0
Fhl5	0	0	0	0
Ufl1	1703	1323	1796	2747
Fut9	0	0	0	0
Manea	143	116	112	249
4930548K13Rik	0	0	0	0
Epha7	80	82	121	187
Gm11915	2	7	7	18
Gm11917	0	0	0	0
Gm11916	0	0	0	0
Gm11924	0	0	0	0
4930556G01Rik	0	0	1	0
Map3k7	778	474	618	1036
Bach2	0	12	0	0
Bach2os	10	21	0	2
Gja10	0	0	0	0
Casp8ap2	229	187	178	251
Mdn1	137	92	107	158
Lyrm2	566	594	661	589
Ankrd6	25	3	19	29
Rragd	894	709	975	1142
Ube2j1	2033	2035	2373	2720
Gabrr2	17	9	10	7
Gabrr1	0	0	0	0
Pm20d2	43	14	75	36
Srsf12	35	22	34	34
Pnrc1	3078	2291	2333	2309
Rngtt	329	235	313	480
Cnr1	47	42	111	188
Spaca1	20	24	34	16
Gm12753	0	0	0	0
Akirin2	662	682	753	943
Orc3	991	952	899	1630
Rars2	1157	1040	1149	1679
Slc35a1	1065	1084	1259	1738
Cfap206	8	5	2	6
Gm136	0	0	0	0
Smim8	542	633	705	697
Zfp292	517	318	368	519
Cga	0	0	0	0
Mob3b	71	38	35	47
Gm12364	0	0	0	0
Ifnk	0	0	0	0
3110043O21Rik	276	372	268	409
Lingo2	0	0	0	0
Gm12371	0	0	0	0
Gm12374	0	0	0	0
Gm12381	0	0	0	0
Gm17094	0	0	0	0
1700009N14Rik	0	0	0	0
Aco1	605	314	627	1106
Ddx58	1504	736	987	1578
Topors	557	384	492	930
Smim27	460	528	724	488
Ndufb6	1920	2178	2007	1833
4930509K18Rik	0	0	0	0
Tmem215	4385	3271	5095	8029
4933428C19Rik	7	16	31	30
Aptx	596	494	523	665
Gm6297	22	33	38	90
Dnaja1	1736	1701	1864	2510
Smu1	2108	2074	2112	2770
B4galt1	309	291	196	284
Spink4	0	0	0	0
Bag1	3554	2955	3141	3567
Chmp5	3617	3939	4122	4641
Nfx1	882	572	650	1598
Aqp7	40	43	84	123
Aqp3	0	7	0	5
Nol6	541	357	545	1105
Ube2r2	1026	757	1093	1583
Ubap2	535	340	395	877
Dcaf12	795	779	776	997
Ubap1	799	768	927	1437
Kif24	7	15	11	32
Nudt2	388	404	351	385
AI464131	14	2	0	13
1110017D15Rik	29	35	36	27
Fam219aos	0	1	0	0
Fam219a	949	820	682	952
Dnaic1	150	82	126	202
Enho	4776	5028	7019	7133
Gm12406	6	11	4	19
Gm12405	8	6	10	6
Cntfr	455	852	1581	2222
Il11ra1	202	303	250	296
Rpp25l	515	483	541	565
Dctn3	3150	3276	3363	3117
Arid3c	0	0	0	2
Sigmar1	655	761	807	1166
Galt	264	165	169	199
Ccl27a	82	81	119	95
Gm13307	0	0	0	0
Gm21541	0	0	0	0
Gm20878	0	0	0	0
Fam205a4	0	0	0	0
Gm21093	0	0	0	0
Gm3892	0	0	0	0
Gm3893	0	0	0	0
Gm13304	0	0	0	0
Gm13299	0	0	0	0
Gm13306	0	1	0	0
Gm13305	3	5	0	0
Gm10600	0	0	0	0
Ccl21b	0	0	0	0
Gm21980	0	0	0	0
Gm21953	0	0	0	0
Fam205a3	0	0	0	0
Gm21586	0	0	0	0
Gm2163	0	0	0	0
Fam205a2	0	0	0	0
Gm10593	0	0	0	0
Gm10591	0	0	0	0
Gm2564	0	0	0	0
Ccl27b	0	0	0	0
Il11ra2	0	0	0	0
4930578G10Rik	0	0	0	0
Gm12395	0	0	0	0
Ccl19	0	0	0	0
Ccl21a	0	0	0	0
Gm12394	0	0	0	0
Fam205a1	0	0	0	0
Fam205c	0	0	0	0
Phf24	0	0	0	0
Dnajb5	196	139	159	229
1700022I11Rik	0	0	0	6
Vcp	4613	3050	3571	6884
Fancg	65	55	44	65
Pigo	465	269	431	657
Stoml2	1366	1213	1321	1405
Gm26643	0	1	0	0
Fam214b	419	318	401	795
Gm26881	28	49	100	40
Unc13b	297	190	378	494
Atp8b5	18	31	77	46
Rusc2	131	64	110	168
Fam166b	3	1	0	3
Tesk1	477	396	452	777
Cd72	19	12	15	16
Sit1	0	0	0	0
AL732506.1	0	0	1	1
Ccdc107	540	561	359	404
Arhgef39	0	2	0	2
Gm12454	0	1	4	0
Car9	3	3	0	0
Tpm2	0	13	6	0
Tln1	956	724	797	1045
Creb3	4235	3396	2877	3696
Gba2	459	341	429	590
Rgp1	185	146	253	152
Msmp	0	0	0	0
Gm12472	0	0	0	0
Gm12473	2	4	3	4
Npr2	102	132	55	254
Spag8	10	2	19	6
Hint2	1318	1246	1401	1322
Fam221b	116	114	152	103
Tmem8b	144	163	134	165
Olfr70	0	0	0	0
Olfr71	0	0	0	0
Hrct1	0	0	0	0
Spaar	0	0	0	0
Olfr159	0	0	0	0
Olfr156	0	0	0	0
Olfr157	0	0	0	0
Olfr155	0	0	0	0
Reck	34	62	45	94
Glipr2	37	42	16	0
Ccin	0	0	0	0
Clta	2965	2792	2350	2441
Gne	777	548	812	1684
Rnf38	272	209	217	300
Melk	0	6	0	1
Pax5	0	0	0	0
Gm12462	0	0	0	0
Zcchc7	479	353	311	409
Gm12678	0	0	0	0
Gm12493	0	0	0	0
Gm12679	0	0	0	0
Grhpr	629	789	617	700
Zbtb5	86	110	191	358
1700055D18Rik	51	39	47	47
Polr1e	154	119	135	224
Fbxo10	141	118	147	395
Tomm5	746	799	741	623
Frmpd1	0	0	0	14
Frmpd1os	0	0	0	0
Trmt10b	383	194	174	430
Exosc3	1090	1081	1058	1051
Dcaf10	484	445	464	664
Slc25a51	1448	1260	1325	2191
Shb	745	452	592	970
Gm12408	0	0	1	0
Gm829	3	0	0	0
Gm12410	0	0	0	0
Aldh1b1	146	109	98	110
Igfbpl1	0	0	0	0
Stra6l	30	68	0	2
Ccdc180	3	2	1	0
Tdrd7	708	540	654	1355
Tmod1	196	104	360	589
Tstd2	342	245	312	641
Ncbp1	974	954	1129	1323
Xpa	175	169	294	173
Gm12446	0	0	0	0
Foxe1	0	0	0	0
Trmo	201	188	201	241
Hemgn	0	0	0	0
Anp32b	1478	1235	1459	1584
Nans	1893	1584	1512	1807
Trim14	214	140	178	255
Coro2a	60	71	41	93
Tbc1d2	98	44	65	102
Gabbr2	1728	1231	1176	1705
Gm568	2	0	1	0
Anks6	240	134	261	592
Galnt12	617	426	649	1156
Gm12426	0	0	0	0
Col15a1	0	2	0	0
Tgfbr1	292	257	346	393
Alg2	2118	1517	2022	4064
Sec61b	11095	11352	10941	10290
Gm12434	0	0	0	0
Nr4a3	6	0	0	0
Stx17	251	131	223	293
Erp44	7115	5434	5181	7387
Invs	115	144	139	168
Tex10	408	296	388	612
Msantd3	200	108	190	217
Tmeff1	10	38	20	52
Cavin4	0	0	0	0
Gm12436	0	0	0	0
Plppr1	58	56	95	133
Acnat2	0	0	0	0
Acnat1	0	0	0	0
Baat	0	0	0	0
Mrpl50	989	1204	1145	1470
Zfp189	120	53	102	159
Aldob	39	38	7	0
Tmem246	471	329	476	437
Rnf20	748	569	640	915
Grin3a	2	0	0	0
Ppp3r2	0	0	0	0
Cylc2	0	0	0	0
C630028M04Rik	0	0	0	0
Smc2os	9	11	6	10
Smc2	86	85	60	78
Vma21-ps	1	0	2	0
Toporsl	0	0	0	0
Olfr275	0	0	0	0
Olfr273	0	0	0	0
Olfr272	0	0	0	0
Olfr270	0	0	0	0
Nipsnap3a	0	0	0	0
Nipsnap3b	1888	2075	1666	1944
Abca1	1315	1011	1221	1767
4930522O17Rik	0	0	0	0
AI427809	512	532	281	223
Gm12496	0	0	0	0
Slc44a1	1314	915	1410	2425
1700060J05Rik	0	0	0	0
Fsd1l	106	90	70	105
Fktn	567	505	702	848
Tal2	8	0	10	0
Tmem38b	233	166	191	266
Gm12484	0	0	0	0
Gm29067	0	0	0	0
Gm12478	0	0	0	0
Gm12480	0	0	0	0
Zfp462	57	23	56	38
Gm12514	0	0	0	0
Rad23b	1040	779	872	1254
Gm12505	0	0	0	0
Gm12510	0	0	0	0
Klf4	56	48	34	44
Gm12511	9	1	0	1
Gm12506	0	0	0	0
Gm12519	0	0	0	0
2310081O03Rik	31	30	10	16
Actl7b	0	0	0	0
Gm26657	0	0	0	0
Actl7a	0	0	0	0
Ikbkap	532	335	309	869
Fam206a	266	260	401	552
Ctnnal1	674	305	244	675
Tmem245	358	325	577	528
Frrs1l	15	22	33	8
Epb41l4b	951	908	1354	1412
Gm12530	2	0	2	3
Ptpn3	45	47	25	44
Gm12536	0	1	0	0
1700042G15Rik	0	0	0	0
Palm2	0	0	0	0
Pakap	0	0	0	0
Akap2	0	0	0	0
D630039A03Rik	376	246	407	533
Txn1	3496	3416	2578	2420
Txndc8	0	0	0	0
Svep1	8	1	3	7
Gm26889	0	0	0	0
Musk	0	0	0	0
Lpar1	25	27	70	89
Gm12580	0	0	0	0
Olfr267	0	0	0	0
AI314180	737	648	861	1318
Zkscan16	18	14	31	42
Ptgr1	31	29	4	8
Dnajc25	404	350	317	346
Gm20503	0	0	0	0
Gng10	103	147	152	141
AI481877	0	1	0	0
Ugcg	389	421	424	597
Gm12596	0	0	0	0
Susd1	269	109	116	198
Ptbp3	1379	1271	1305	1320
Hsdl2	763	694	783	1126
E130308A19Rik	132	78	112	213
Inip	279	270	366	438
Snx30	735	485	576	685
Gm12542	0	0	0	0
Slc46a2	0	0	0	0
Mup4	0	0	0	0
Mup6	0	0	0	0
Mup7	0	0	0	0
Mup2	0	0	0	0
Mup8	0	0	0	0
Mup9	0	0	0	0
Mup1	0	0	0	0
Mup10	0	0	0	0
Mup11	0	0	0	0
Mup12	0	0	0	0
Gm21320	0	0	0	0
Mup13	0	0	0	0
Mup14	0	0	0	0
Mup15	0	0	0	0
Mup16	0	0	0	0
Mup17	0	0	0	0
Mup18	0	0	0	0
Mup19	0	0	0	0
Mup5	0	0	0	0
Mup20	0	0	0	0
Mup3	0	0	0	0
Gm12909	0	0	0	0
Gm12910	0	0	0	0
Mup21	0	0	0	0
Zfp37	152	84	117	274
Slc31a2	881	937	830	1415
Fkbp15	388	245	339	760
Slc31a1	1875	1679	1558	2247
Cdc26	563	564	664	583
Prpf4	659	615	820	849
Rnf183	17	16	2	5
Wdr31	61	130	104	246
Bspry	403	344	458	496
Hdhd3	228	294	198	282
Alad	1110	1127	963	1207
Pole3	512	426	541	541
4933430I17Rik	2	1	0	3
Rgs3	177	108	188	397
Gm11209	1	3	0	0
Gm11210	0	0	0	0
Gm11211	0	0	0	0
Zfp618	213	89	124	159
Ambp	232	270	249	237
Kif12	3579	2359	3162	6572
Col27a1	31	45	19	19
Orm1	23	12	0	0
Orm3	0	4	0	0
Orm2	0	0	0	0
Akna	43	71	32	124
Aknaos	0	0	0	0
Whrn	427	279	390	955
Atp6v1g1	4211	4172	3753	4063
Tmem268	302	250	344	478
Gm11213	0	0	0	0
Tex48	0	0	0	0
Gm11482	0	0	0	0
Gm11214	0	0	1	0
Tnfsf15	0	0	10	0
Tnfsf8	2	0	0	0
Tnc	0	10	0	0
Gm11216	0	0	0	0
Gm11217	0	0	0	0
Pappa	0	10	0	0
Astn2	0	0	0	0
Trim32	211	208	252	435
Tlr4	23	47	0	0
Gm11751	0	0	0	0
Gm12911	0	0	0	0
Brinp1	18	14	4	40
Cdk5rap2	84	72	64	148
Megf9	824	658	852	1130
Gm11228	0	0	0	0
Gm11232	0	7	0	2
Gm11234	0	0	0	0
Tle1	1106	547	643	1214
Gm11250	0	0	0	0
Aldoart1	19	26	17	17
Gm11487	0	0	0	0
Gm11238	0	0	0	0
Gm11237	0	0	0	0
Gm11236	0	0	0	0
Gm11239	0	0	0	0
Gm428	0	0	0	0
Rasef	0	0	0	0
Gm11758	0	0	0	0
Gm11757	0	0	0	0
Gm13871	0	0	0	0
Gm11756	0	0	0	0
2310002L09Rik	0	0	0	0
Frmd3	0	0	0	0
Kdm4c	222	277	254	803
A230083N12Rik	16	19	12	10
Dmac1	592	610	643	642
Ptprd	76	51	45	94
Gm42303	2	0	5	3
Gm11261	0	1	0	0
Tyrp1	0	0	0	0
Lurap1l	897	969	1424	1925
Mpdz	151	69	36	144
Gm11412	0	0	0	0
Gm12914	0	0	0	0
Gm11264	2	11	0	5
Gm5860	1543	1163	584	901
Nfib	39	6	0	8
Gm11266	0	2	0	0
Gm11269	0	0	0	0
Zdhhc21	207	105	121	122
Cer1	0	3	0	0
Frem1	0	0	0	0
Ttc39b	1063	885	977	1061
Gm11413	0	0	0	0
Gm11184	0	0	0	0
Snapc3	330	245	257	352
Psip1	1471	1163	1664	2078
Ccdc171	8	16	28	53
Gm11415	0	0	0	0
6030471H07Rik	0	0	0	0
Gm12414	0	0	0	0
Bnc2	0	0	0	0
Gm12415	0	0	0	0
Cntln	143	109	163	182
Sh3gl2	411	398	620	863
Adamtsl1	0	3	0	0
Saxo1	0	0	0	0
Saxo1os	0	0	0	0
